file,bbox
101369.jpg,"(386, 287, 401, 304)"
101370.jpg,"(187, 470, 230, 491)"
101370.jpg,"(412, 514, 444, 579)"
101371.jpg,"(213, 309, 270, 361)"
101372.jpg,"(147, 291, 164, 310)"
101372.jpg,"(201, 279, 258, 331)"
101373.jpg,"(74, 335, 89, 347)"
101373.jpg,"(173, 313, 217, 360)"
101373.jpg,"(241, 327, 264, 349)"
101374.jpg,"(215, 241, 308, 384)"
101376.jpg,"(78, 106, 91, 120)"
101376.jpg,"(132, 461, 167, 500)"
101376.jpg,"(235, 139, 298, 192)"
101377.jpg,"(152, 369, 217, 464)"
101377.jpg,"(219, 285, 299, 485)"
101377.jpg,"(253, 511, 263, 530)"
101378.jpg,"(239, 369, 282, 406)"
101379.jpg,"(205, 274, 260, 319)"
101380.jpg,"(23, 357, 68, 421)"
101382.jpg,"(216, 286, 275, 370)"
101382.jpg,"(282, 197, 300, 224)"
101382.jpg,"(283, 380, 298, 399)"
101383.jpg,"(200, 221, 279, 277)"
101384.jpg,"(204, 223, 251, 279)"
101385.jpg,"(174, 276, 225, 329)"
101386.jpg,"(144, 263, 269, 383)"
101387.jpg,"(162, 276, 264, 343)"
101388.jpg,"(336, 435, 381, 507)"
101389.jpg,"(102, 170, 231, 405)"
101390.jpg,"(131, 147, 220, 238)"
101391.jpg,"(146, 286, 230, 362)"
101392.jpg,"(176, 356, 206, 417)"
101392.jpg,"(284, 374, 297, 397)"
101392.jpg,"(301, 236, 338, 312)"
101393.jpg,"(147, 281, 283, 368)"
101394.jpg,"(52, 265, 204, 369)"
101395.jpg,"(203, 272, 249, 324)"
101396.jpg,"(165, 309, 213, 365)"
101397.jpg,"(197, 285, 268, 372)"
101398.jpg,"(62, 322, 265, 484)"
101398.jpg,"(409, 462, 444, 511)"
101398.jpg,"(416, 191, 447, 219)"
101399.jpg,"(131, 277, 195, 322)"
101400.jpg,"(121, 278, 233, 364)"
101401.jpg,"(182, 298, 249, 376)"
101402.jpg,"(190, 267, 246, 323)"
101403.jpg,"(238, 247, 305, 363)"
101403.jpg,"(314, 419, 336, 455)"
101404.jpg,"(138, 209, 228, 310)"
101405.jpg,"(166, 224, 232, 346)"
101406.jpg,"(111, 277, 239, 399)"
101406.jpg,"(336, 232, 370, 270)"
101406.jpg,"(415, 550, 459, 591)"
101407.jpg,"(220, 38, 280, 316)"
101408.jpg,"(78, 468, 129, 538)"
101408.jpg,"(107, 234, 140, 283)"
101408.jpg,"(211, 220, 277, 291)"
101409.jpg,"(105, 275, 279, 365)"
101410.jpg,"(119, 273, 178, 344)"
101411.jpg,"(112, 324, 174, 396)"
101412.jpg,"(109, 197, 127, 215)"
101412.jpg,"(149, 268, 168, 304)"
101412.jpg,"(203, 152, 231, 176)"
101412.jpg,"(238, 270, 307, 363)"
101412.jpg,"(319, 59, 352, 80)"
101413.jpg,"(105, 274, 204, 322)"
101414.jpg,"(162, 189, 207, 228)"
101414.jpg,"(181, 186, 408, 367)"
101414.jpg,"(309, 413, 356, 463)"
101414.jpg,"(317, 133, 338, 180)"
101414.jpg,"(321, 517, 331, 531)"
101414.jpg,"(338, 101, 369, 132)"
101415.jpg,"(134, 200, 193, 272)"
101416.jpg,"(170, 227, 208, 314)"
101417.jpg,"(75, 269, 260, 352)"
101419.jpg,"(40, 193, 76, 305)"
101419.jpg,"(104, 242, 163, 313)"
101420.jpg,"(123, 290, 186, 375)"
101421.jpg,"(132, 276, 233, 374)"
101422.jpg,"(182, 243, 255, 323)"
101423.jpg,"(101, 305, 150, 377)"
101423.jpg,"(158, 308, 213, 366)"
101424.jpg,"(45, 279, 132, 389)"
101424.jpg,"(137, 410, 205, 458)"
101425.jpg,"(166, 329, 213, 410)"
101426.jpg,"(209, 238, 248, 309)"
101427.jpg,"(185, 371, 197, 400)"
101427.jpg,"(190, 30, 237, 89)"
101427.jpg,"(192, 146, 332, 356)"
101427.jpg,"(213, 328, 228, 350)"
101427.jpg,"(249, 406, 262, 441)"
101428.jpg,"(192, 332, 274, 440)"
101428.jpg,"(247, 102, 266, 128)"
101429.jpg,"(157, 191, 234, 319)"
101430.jpg,"(180, 332, 240, 358)"
101431.jpg,"(161, 245, 235, 315)"
101432.jpg,"(170, 453, 205, 497)"
101432.jpg,"(249, 276, 262, 303)"
101432.jpg,"(263, 242, 300, 267)"
101433.jpg,"(169, 202, 233, 281)"
101434.jpg,"(170, 359, 296, 461)"
101435.jpg,"(198, 251, 276, 328)"
101436.jpg,"(73, 241, 263, 392)"
101437.jpg,"(111, 264, 204, 349)"
101438.jpg,"(137, 260, 252, 324)"
101438.jpg,"(271, 290, 297, 352)"
101439.jpg,"(146, 320, 213, 374)"
101439.jpg,"(226, 275, 273, 325)"
101439.jpg,"(244, 414, 266, 445)"
101439.jpg,"(283, 244, 300, 262)"
101440.jpg,"(206, 317, 300, 483)"
101441.jpg,"(33, 421, 78, 450)"
101441.jpg,"(89, 344, 237, 495)"
101442.jpg,"(87, 332, 131, 366)"
101442.jpg,"(141, 198, 250, 325)"
101442.jpg,"(182, 107, 196, 130)"
101442.jpg,"(213, 153, 241, 174)"
101442.jpg,"(220, 330, 270, 402)"
101443.jpg,"(80, 339, 274, 485)"
101444.jpg,"(151, 266, 261, 421)"
101445.jpg,"(175, 276, 253, 362)"
101445.jpg,"(285, 60, 298, 76)"
101446.jpg,"(74, 466, 100, 499)"
101446.jpg,"(117, 181, 236, 403)"
101446.jpg,"(145, 103, 169, 131)"
101446.jpg,"(178, 129, 240, 184)"
101447.jpg,"(64, 325, 104, 361)"
101448.jpg,"(172, 290, 211, 368)"
101450.jpg,"(191, 204, 319, 286)"
101451.jpg,"(140, 313, 172, 367)"
101452.jpg,"(59, 277, 172, 404)"
101453.jpg,"(149, 198, 294, 307)"
101454.jpg,"(176, 355, 206, 407)"
101454.jpg,"(202, 274, 309, 365)"
101454.jpg,"(272, 414, 315, 455)"
101455.jpg,"(76, 284, 101, 303)"
101456.jpg,"(62, 265, 240, 413)"
101456.jpg,"(381, 48, 407, 87)"
101456.jpg,"(405, 137, 453, 188)"
101457.jpg,"(104, 553, 134, 589)"
101457.jpg,"(139, 314, 199, 357)"
101458.jpg,"(61, 365, 275, 454)"
101459.jpg,"(154, 264, 242, 369)"
101460.jpg,"(207, 177, 259, 276)"
101460.jpg,"(249, 414, 271, 443)"
101460.jpg,"(284, 257, 334, 307)"
101462.jpg,"(36, 193, 66, 228)"
101463.jpg,"(170, 221, 211, 352)"
101464.jpg,"(209, 241, 315, 393)"
101465.jpg,"(170, 312, 217, 364)"
101465.jpg,"(249, 391, 263, 444)"
101466.jpg,"(168, 263, 247, 330)"
101467.jpg,"(25, 217, 152, 367)"
101467.jpg,"(57, 517, 93, 547)"
101467.jpg,"(111, 568, 123, 606)"
101468.jpg,"(95, 322, 145, 398)"
101468.jpg,"(179, 275, 196, 330)"
101469.jpg,"(205, 184, 280, 266)"
101470.jpg,"(122, 57, 159, 75)"
101470.jpg,"(143, 256, 244, 406)"
101471.jpg,"(156, 290, 247, 401)"
101472.jpg,"(108, 351, 142, 405)"
101472.jpg,"(142, 327, 299, 489)"
101472.jpg,"(199, 234, 271, 323)"
101472.jpg,"(389, 326, 421, 351)"
101473.jpg,"(140, 366, 211, 414)"
101474.jpg,"(112, 190, 300, 418)"
101475.jpg,"(177, 283, 230, 346)"
101476.jpg,"(28, 202, 54, 210)"
101476.jpg,"(186, 305, 245, 402)"
101477.jpg,"(115, 269, 258, 409)"
101478.jpg,"(40, 190, 60, 223)"
101478.jpg,"(194, 270, 244, 329)"
101479.jpg,"(110, 273, 265, 406)"
101480.jpg,"(188, 274, 241, 320)"
101481.jpg,"(196, 260, 239, 323)"
101482.jpg,"(245, 407, 268, 441)"
101482.jpg,"(278, 328, 373, 411)"
101483.jpg,"(51, 335, 194, 466)"
101483.jpg,"(72, 149, 97, 193)"
101483.jpg,"(177, 430, 261, 492)"
101485.jpg,"(188, 259, 299, 398)"
101486.jpg,"(157, 306, 216, 363)"
101486.jpg,"(307, 246, 342, 326)"
101487.jpg,"(164, 207, 241, 280)"
101488.jpg,"(90, 190, 218, 366)"
101488.jpg,"(115, 332, 147, 350)"
101488.jpg,"(183, 156, 195, 190)"
101489.jpg,"(130, 359, 194, 443)"
101491.jpg,"(145, 227, 288, 312)"
101491.jpg,"(343, 190, 378, 223)"
101492.jpg,"(412, 312, 448, 363)"
101493.jpg,"(210, 462, 239, 512)"
101494.jpg,"(156, 352, 267, 511)"
101494.jpg,"(202, 265, 264, 336)"
101495.jpg,"(170, 232, 259, 321)"
101496.jpg,"(198, 273, 290, 368)"
101498.jpg,"(140, 315, 216, 417)"
101498.jpg,"(216, 517, 233, 538)"
101498.jpg,"(417, 559, 439, 593)"
101499.jpg,"(165, 232, 240, 316)"
101500.jpg,"(161, 323, 206, 363)"
101501.jpg,"(143, 64, 157, 102)"
101501.jpg,"(147, 241, 290, 334)"
101503.jpg,"(42, 183, 66, 235)"
101503.jpg,"(253, 202, 268, 255)"
101504.jpg,"(70, 282, 111, 322)"
101504.jpg,"(188, 355, 240, 406)"
101505.jpg,"(236, 290, 284, 365)"
101507.jpg,"(247, 237, 321, 348)"
101508.jpg,"(34, 495, 62, 540)"
101508.jpg,"(46, 264, 110, 409)"
101508.jpg,"(237, 234, 269, 311)"
101509.jpg,"(76, 467, 95, 510)"
101509.jpg,"(136, 337, 244, 414)"
101509.jpg,"(320, 550, 335, 579)"
101509.jpg,"(408, 429, 440, 485)"
101510.jpg,"(135, 149, 276, 280)"
101512.jpg,"(63, 320, 169, 374)"
101513.jpg,"(151, 293, 298, 401)"
101514.jpg,"(188, 275, 269, 348)"
101515.jpg,"(59, 279, 172, 394)"
101516.jpg,"(106, 347, 186, 416)"
101516.jpg,"(179, 289, 223, 311)"
101517.jpg,"(129, 277, 180, 344)"
101517.jpg,"(208, 308, 230, 349)"
101518.jpg,"(153, 264, 264, 400)"
101519.jpg,"(100, 384, 124, 409)"
101519.jpg,"(199, 267, 315, 335)"
101520.jpg,"(183, 278, 252, 329)"
101521.jpg,"(141, 278, 212, 372)"
101521.jpg,"(210, 147, 228, 168)"
101522.jpg,"(112, 140, 266, 326)"
101523.jpg,"(171, 302, 334, 435)"
101523.jpg,"(344, 246, 365, 287)"
101524.jpg,"(45, 271, 57, 305)"
101524.jpg,"(170, 207, 254, 344)"
101524.jpg,"(278, 285, 303, 305)"
101525.jpg,"(202, 275, 239, 318)"
101526.jpg,"(31, 235, 87, 286)"
101526.jpg,"(100, 285, 137, 306)"
101526.jpg,"(282, 266, 382, 336)"
101527.jpg,"(147, 271, 212, 313)"
101528.jpg,"(161, 271, 294, 396)"
101529.jpg,"(201, 261, 241, 328)"
101529.jpg,"(216, 111, 292, 215)"
101529.jpg,"(243, 391, 281, 464)"
101529.jpg,"(252, 339, 260, 363)"
101529.jpg,"(283, 285, 298, 307)"
101529.jpg,"(417, 511, 440, 541)"
101530.jpg,"(179, 246, 269, 332)"
101531.jpg,"(49, 290, 100, 310)"
101531.jpg,"(156, 123, 350, 401)"
101532.jpg,"(184, 237, 292, 375)"
101533.jpg,"(141, 370, 166, 402)"
101533.jpg,"(196, 196, 288, 319)"
101533.jpg,"(256, 426, 296, 441)"
101534.jpg,"(177, 252, 256, 340)"
101534.jpg,"(379, 386, 414, 448)"
101535.jpg,"(71, 400, 210, 485)"
101536.jpg,"(29, 103, 77, 144)"
101536.jpg,"(98, 211, 185, 350)"
101536.jpg,"(198, 245, 229, 309)"
101537.jpg,"(195, 257, 265, 319)"
101538.jpg,"(81, 268, 90, 303)"
101538.jpg,"(105, 272, 191, 363)"
101539.jpg,"(73, 125, 110, 176)"
101539.jpg,"(204, 347, 291, 489)"
101539.jpg,"(345, 414, 374, 459)"
101540.jpg,"(70, 237, 188, 333)"
101541.jpg,"(146, 251, 203, 353)"
101542.jpg,"(218, 253, 310, 352)"
101542.jpg,"(332, 233, 374, 291)"
101543.jpg,"(185, 286, 238, 365)"
101544.jpg,"(169, 245, 239, 332)"
101545.jpg,"(73, 256, 218, 395)"
101546.jpg,"(114, 471, 126, 489)"
101546.jpg,"(194, 252, 262, 390)"
101547.jpg,"(34, 467, 59, 493)"
101547.jpg,"(72, 216, 166, 366)"
101547.jpg,"(116, 567, 135, 577)"
101547.jpg,"(141, 410, 166, 448)"
101547.jpg,"(281, 380, 296, 395)"
101548.jpg,"(71, 237, 206, 458)"
101548.jpg,"(352, 337, 365, 349)"
101549.jpg,"(174, 365, 226, 418)"
101550.jpg,"(32, 280, 151, 392)"
101551.jpg,"(159, 329, 211, 424)"
101552.jpg,"(185, 226, 275, 367)"
101553.jpg,"(145, 308, 269, 413)"
101553.jpg,"(174, 490, 197, 546)"
101554.jpg,"(114, 103, 208, 186)"
101554.jpg,"(235, 229, 368, 375)"
101555.jpg,"(163, 320, 229, 428)"
101556.jpg,"(149, 317, 209, 445)"
101558.jpg,"(134, 300, 171, 366)"
101559.jpg,"(150, 45, 159, 72)"
101559.jpg,"(205, 27, 450, 325)"
101559.jpg,"(417, 513, 439, 574)"
101560.jpg,"(45, 564, 55, 578)"
101560.jpg,"(284, 265, 388, 390)"
101561.jpg,"(172, 259, 213, 317)"
101561.jpg,"(188, 456, 239, 503)"
101562.jpg,"(220, 279, 294, 321)"
101563.jpg,"(190, 274, 244, 339)"
101564.jpg,"(181, 137, 245, 185)"
101565.jpg,"(197, 178, 279, 247)"
101566.jpg,"(233, 274, 330, 355)"
101567.jpg,"(171, 278, 251, 365)"
101568.jpg,"(148, 314, 222, 421)"
101569.jpg,"(128, 274, 188, 338)"
101569.jpg,"(183, 345, 197, 399)"
101569.jpg,"(192, 270, 274, 331)"
101570.jpg,"(140, 247, 252, 349)"
101571.jpg,"(179, 275, 275, 446)"
101572.jpg,"(168, 270, 284, 418)"
101573.jpg,"(164, 264, 313, 439)"
101573.jpg,"(244, 100, 279, 181)"
101574.jpg,"(131, 245, 272, 462)"
101575.jpg,"(177, 276, 251, 322)"
101576.jpg,"(87, 303, 194, 397)"
101577.jpg,"(204, 312, 241, 367)"
101577.jpg,"(215, 230, 288, 289)"
101578.jpg,"(74, 91, 171, 189)"
101578.jpg,"(118, 231, 211, 351)"
101580.jpg,"(179, 280, 308, 405)"
101581.jpg,"(88, 317, 167, 370)"
101583.jpg,"(188, 179, 328, 381)"
101584.jpg,"(223, 317, 281, 394)"
101585.jpg,"(207, 140, 243, 207)"
101585.jpg,"(241, 210, 271, 274)"
101585.jpg,"(307, 150, 335, 176)"
101586.jpg,"(115, 319, 183, 369)"
101587.jpg,"(221, 249, 287, 314)"
101588.jpg,"(83, 277, 196, 382)"
101589.jpg,"(173, 270, 256, 327)"
101590.jpg,"(135, 308, 178, 368)"
101591.jpg,"(262, 164, 299, 219)"
101591.jpg,"(318, 426, 336, 448)"
101592.jpg,"(204, 366, 263, 451)"
101593.jpg,"(130, 293, 217, 451)"
101594.jpg,"(135, 329, 170, 364)"
101594.jpg,"(195, 377, 256, 462)"
101595.jpg,"(172, 320, 250, 408)"
101596.jpg,"(204, 229, 248, 324)"
101597.jpg,"(100, 289, 213, 410)"
101598.jpg,"(237, 345, 286, 418)"
101599.jpg,"(77, 278, 93, 307)"
101599.jpg,"(240, 405, 281, 464)"
101600.jpg,"(161, 279, 255, 364)"
101601.jpg,"(110, 322, 188, 415)"
101602.jpg,"(144, 342, 241, 443)"
101603.jpg,"(183, 329, 213, 352)"
101603.jpg,"(216, 240, 287, 369)"
101604.jpg,"(176, 241, 273, 353)"
101605.jpg,"(215, 373, 264, 394)"
101605.jpg,"(279, 319, 347, 361)"
101606.jpg,"(196, 270, 242, 357)"
101607.jpg,"(74, 325, 104, 369)"
101607.jpg,"(83, 497, 91, 530)"
101607.jpg,"(98, 537, 136, 593)"
101607.jpg,"(104, 412, 136, 455)"
101607.jpg,"(118, 191, 353, 456)"
101607.jpg,"(328, 359, 392, 439)"
101608.jpg,"(45, 289, 60, 306)"
101608.jpg,"(166, 385, 191, 393)"
101608.jpg,"(178, 96, 201, 132)"
101608.jpg,"(216, 151, 234, 168)"
101608.jpg,"(235, 316, 342, 406)"
101609.jpg,"(226, 308, 275, 381)"
101610.jpg,"(106, 323, 147, 393)"
101610.jpg,"(158, 304, 214, 392)"
101612.jpg,"(268, 274, 308, 324)"
101613.jpg,"(201, 279, 312, 382)"
101613.jpg,"(285, 471, 315, 494)"
101614.jpg,"(137, 245, 197, 317)"
101615.jpg,"(264, 278, 307, 321)"
101616.jpg,"(145, 283, 208, 368)"
101617.jpg,"(218, 321, 296, 412)"
101618.jpg,"(146, 326, 165, 355)"
101618.jpg,"(246, 327, 266, 361)"
101618.jpg,"(318, 382, 330, 400)"
101618.jpg,"(423, 517, 439, 536)"
101619.jpg,"(80, 154, 91, 166)"
101619.jpg,"(107, 177, 241, 357)"
101619.jpg,"(225, 370, 268, 449)"
101620.jpg,"(153, 237, 303, 382)"
101620.jpg,"(204, 125, 267, 183)"
101621.jpg,"(154, 290, 240, 377)"
101622.jpg,"(233, 256, 302, 351)"
101623.jpg,"(202, 94, 251, 226)"
101623.jpg,"(205, 321, 270, 364)"
101624.jpg,"(165, 176, 246, 325)"
101625.jpg,"(283, 299, 340, 399)"
101626.jpg,"(208, 280, 302, 399)"
101627.jpg,"(250, 87, 332, 175)"
101628.jpg,"(233, 317, 271, 363)"
101629.jpg,"(174, 82, 255, 190)"
101629.jpg,"(249, 223, 266, 263)"
101630.jpg,"(134, 230, 277, 328)"
101631.jpg,"(139, 214, 184, 276)"
101631.jpg,"(209, 297, 277, 378)"
101632.jpg,"(211, 251, 276, 322)"
101633.jpg,"(199, 262, 279, 331)"
101634.jpg,"(154, 205, 241, 327)"
101635.jpg,"(119, 298, 209, 409)"
101636.jpg,"(149, 310, 238, 409)"
101637.jpg,"(209, 326, 243, 372)"
101638.jpg,"(79, 289, 101, 323)"
101638.jpg,"(158, 294, 246, 408)"
101639.jpg,"(145, 303, 225, 368)"
101640.jpg,"(201, 276, 243, 339)"
101641.jpg,"(297, 323, 345, 370)"
101642.jpg,"(203, 230, 241, 278)"
101643.jpg,"(185, 317, 264, 389)"
101644.jpg,"(37, 174, 136, 263)"
101644.jpg,"(143, 368, 178, 405)"
101644.jpg,"(184, 277, 204, 307)"
101644.jpg,"(315, 195, 340, 220)"
101645.jpg,"(133, 354, 213, 414)"
101646.jpg,"(184, 307, 236, 400)"
101647.jpg,"(186, 291, 258, 370)"
101648.jpg,"(201, 267, 330, 443)"
101648.jpg,"(201, 365, 235, 398)"
101648.jpg,"(349, 149, 369, 171)"
101649.jpg,"(76, 563, 91, 578)"
101649.jpg,"(121, 273, 179, 310)"
101650.jpg,"(216, 228, 272, 271)"
101651.jpg,"(104, 466, 137, 500)"
101652.jpg,"(208, 327, 235, 356)"
101653.jpg,"(198, 367, 240, 413)"
101654.jpg,"(197, 194, 308, 415)"
101655.jpg,"(142, 217, 260, 368)"
101656.jpg,"(162, 408, 282, 518)"
101657.jpg,"(134, 249, 299, 505)"
101657.jpg,"(306, 245, 332, 279)"
101657.jpg,"(343, 313, 370, 378)"
101657.jpg,"(353, 420, 363, 446)"
101658.jpg,"(197, 366, 267, 417)"
101659.jpg,"(152, 273, 238, 346)"
101660.jpg,"(130, 223, 234, 373)"
101661.jpg,"(263, 212, 318, 350)"
101661.jpg,"(282, 146, 322, 198)"
101661.jpg,"(330, 146, 407, 240)"
101661.jpg,"(351, 270, 429, 326)"
101662.jpg,"(203, 222, 270, 288)"
101663.jpg,"(136, 315, 215, 426)"
101663.jpg,"(277, 334, 300, 351)"
101664.jpg,"(242, 323, 274, 368)"
101665.jpg,"(146, 316, 255, 408)"
101666.jpg,"(141, 341, 208, 414)"
101667.jpg,"(148, 338, 211, 407)"
101668.jpg,"(140, 228, 272, 360)"
101669.jpg,"(196, 307, 270, 423)"
101670.jpg,"(103, 281, 191, 378)"
101671.jpg,"(180, 256, 243, 391)"
101672.jpg,"(101, 224, 201, 312)"
101674.jpg,"(141, 322, 204, 373)"
101675.jpg,"(135, 238, 215, 323)"
101675.jpg,"(216, 327, 229, 348)"
101675.jpg,"(272, 422, 299, 445)"
101676.jpg,"(164, 365, 240, 452)"
101677.jpg,"(205, 274, 244, 341)"
101678.jpg,"(161, 241, 225, 318)"
101679.jpg,"(161, 252, 214, 321)"
101680.jpg,"(35, 466, 61, 493)"
101680.jpg,"(132, 199, 309, 411)"
101680.jpg,"(208, 553, 243, 598)"
101680.jpg,"(255, 171, 310, 278)"
101680.jpg,"(389, 466, 403, 541)"
101680.jpg,"(413, 371, 444, 439)"
101684.jpg,"(43, 422, 58, 444)"
101684.jpg,"(209, 311, 308, 402)"
101685.jpg,"(104, 566, 126, 587)"
101685.jpg,"(143, 160, 259, 303)"
101686.jpg,"(201, 276, 269, 320)"
101687.jpg,"(138, 277, 227, 334)"
101688.jpg,"(182, 191, 265, 217)"
101689.jpg,"(116, 287, 247, 446)"
101690.jpg,"(131, 288, 205, 368)"
101691.jpg,"(74, 237, 97, 271)"
101691.jpg,"(110, 372, 194, 454)"
101691.jpg,"(282, 245, 297, 258)"
101692.jpg,"(137, 279, 206, 382)"
101693.jpg,"(142, 227, 214, 383)"
101693.jpg,"(205, 146, 243, 186)"
101693.jpg,"(225, 303, 270, 362)"
101694.jpg,"(93, 270, 203, 401)"
101694.jpg,"(285, 153, 297, 171)"
101695.jpg,"(140, 274, 220, 321)"
101695.jpg,"(225, 258, 276, 368)"
101696.jpg,"(195, 261, 257, 330)"
101697.jpg,"(37, 328, 69, 394)"
101697.jpg,"(152, 265, 297, 379)"
101698.jpg,"(248, 286, 270, 314)"
101698.jpg,"(315, 289, 414, 368)"
101699.jpg,"(213, 311, 277, 363)"
101700.jpg,"(150, 275, 239, 329)"
101701.jpg,"(145, 61, 164, 90)"
101701.jpg,"(171, 101, 264, 182)"
101701.jpg,"(197, 273, 250, 328)"
101701.jpg,"(283, 466, 303, 497)"
101701.jpg,"(302, 310, 341, 374)"
101702.jpg,"(149, 308, 240, 367)"
101703.jpg,"(104, 281, 235, 387)"
101704.jpg,"(181, 291, 309, 444)"
101705.jpg,"(201, 169, 270, 248)"
101706.jpg,"(198, 270, 286, 392)"
101707.jpg,"(174, 415, 198, 445)"
101708.jpg,"(108, 197, 158, 257)"
101709.jpg,"(152, 86, 275, 563)"
101710.jpg,"(23, 175, 313, 311)"
101710.jpg,"(344, 289, 364, 303)"
101711.jpg,"(74, 425, 91, 439)"
101711.jpg,"(142, 258, 269, 497)"
101711.jpg,"(244, 245, 298, 292)"
101712.jpg,"(230, 271, 290, 323)"
101713.jpg,"(104, 234, 174, 319)"
101714.jpg,"(138, 208, 305, 353)"
101715.jpg,"(128, 185, 170, 253)"
101715.jpg,"(172, 153, 196, 182)"
101715.jpg,"(282, 53, 384, 158)"
101716.jpg,"(140, 210, 221, 399)"
101717.jpg,"(159, 399, 216, 455)"
101718.jpg,"(65, 352, 182, 440)"
101718.jpg,"(416, 551, 439, 588)"
101719.jpg,"(134, 265, 187, 363)"
101719.jpg,"(181, 202, 192, 255)"
101719.jpg,"(267, 184, 310, 258)"
101720.jpg,"(39, 193, 94, 226)"
101720.jpg,"(41, 308, 209, 458)"
101720.jpg,"(211, 454, 232, 494)"
101721.jpg,"(241, 333, 304, 477)"
101722.jpg,"(124, 262, 204, 328)"
101722.jpg,"(281, 201, 302, 273)"
101724.jpg,"(163, 296, 233, 440)"
101725.jpg,"(104, 201, 199, 301)"
101726.jpg,"(214, 274, 295, 334)"
101727.jpg,"(33, 248, 63, 312)"
101727.jpg,"(176, 320, 200, 356)"
101727.jpg,"(273, 252, 313, 361)"
101728.jpg,"(187, 293, 282, 423)"
101729.jpg,"(179, 232, 239, 295)"
101729.jpg,"(273, 328, 296, 348)"
101730.jpg,"(187, 309, 328, 438)"
101732.jpg,"(73, 201, 178, 284)"
101732.jpg,"(195, 425, 228, 443)"
101733.jpg,"(83, 189, 237, 270)"
101733.jpg,"(246, 77, 273, 136)"
101734.jpg,"(138, 253, 178, 400)"
101734.jpg,"(194, 238, 263, 356)"
101735.jpg,"(75, 181, 245, 364)"
101735.jpg,"(248, 58, 266, 80)"
101735.jpg,"(381, 458, 410, 500)"
101736.jpg,"(269, 319, 317, 407)"
101737.jpg,"(184, 330, 250, 406)"
101738.jpg,"(183, 247, 297, 367)"
101739.jpg,"(39, 551, 66, 585)"
101739.jpg,"(207, 410, 247, 465)"
101740.jpg,"(207, 197, 342, 422)"
101741.jpg,"(175, 311, 277, 416)"
101742.jpg,"(172, 273, 259, 399)"
101743.jpg,"(207, 267, 266, 400)"
101743.jpg,"(237, 124, 305, 246)"
101746.jpg,"(216, 147, 274, 240)"
101746.jpg,"(219, 376, 262, 396)"
101746.jpg,"(247, 268, 333, 332)"
101747.jpg,"(171, 248, 234, 324)"
101748.jpg,"(168, 399, 210, 454)"
101748.jpg,"(173, 100, 298, 302)"
101749.jpg,"(81, 155, 215, 350)"
101750.jpg,"(79, 375, 104, 399)"
101750.jpg,"(80, 227, 191, 354)"
101752.jpg,"(130, 97, 170, 132)"
101752.jpg,"(203, 92, 240, 153)"
101752.jpg,"(268, 227, 308, 278)"
101753.jpg,"(143, 288, 307, 364)"
101754.jpg,"(114, 244, 130, 259)"
101755.jpg,"(202, 169, 326, 300)"
101756.jpg,"(191, 274, 245, 336)"
101757.jpg,"(236, 314, 278, 406)"
101758.jpg,"(420, 519, 435, 577)"
101759.jpg,"(197, 319, 238, 362)"
101760.jpg,"(195, 242, 286, 359)"
101761.jpg,"(163, 207, 218, 291)"
101762.jpg,"(203, 269, 291, 406)"
101763.jpg,"(140, 226, 227, 303)"
101764.jpg,"(151, 232, 244, 314)"
101765.jpg,"(179, 243, 248, 389)"
101766.jpg,"(45, 279, 65, 309)"
101766.jpg,"(101, 185, 170, 289)"
101766.jpg,"(128, 473, 158, 487)"
101768.jpg,"(95, 150, 243, 349)"
101769.jpg,"(113, 471, 139, 486)"
101769.jpg,"(118, 186, 208, 367)"
101770.jpg,"(206, 256, 303, 331)"
101771.jpg,"(412, 506, 450, 551)"
101772.jpg,"(119, 133, 184, 188)"
101773.jpg,"(130, 244, 201, 318)"
101774.jpg,"(172, 332, 207, 407)"
101775.jpg,"(179, 227, 245, 299)"
101776.jpg,"(153, 291, 208, 374)"
101778.jpg,"(138, 235, 302, 469)"
101779.jpg,"(186, 231, 333, 379)"
101780.jpg,"(135, 316, 275, 408)"
101781.jpg,"(110, 327, 226, 445)"
101782.jpg,"(78, 104, 94, 127)"
101782.jpg,"(134, 346, 229, 444)"
101782.jpg,"(342, 55, 368, 78)"
101783.jpg,"(133, 235, 234, 362)"
101784.jpg,"(203, 272, 247, 320)"
101785.jpg,"(193, 262, 289, 411)"
101785.jpg,"(310, 332, 335, 352)"
101786.jpg,"(171, 274, 215, 327)"
101788.jpg,"(176, 269, 247, 334)"
101789.jpg,"(181, 290, 193, 303)"
101790.jpg,"(152, 221, 226, 316)"
101791.jpg,"(236, 314, 314, 383)"
101792.jpg,"(44, 293, 55, 309)"
101793.jpg,"(152, 215, 273, 394)"
101793.jpg,"(212, 404, 235, 452)"
101794.jpg,"(180, 294, 265, 376)"
101795.jpg,"(153, 227, 207, 279)"
101795.jpg,"(199, 301, 304, 405)"
101796.jpg,"(247, 139, 272, 175)"
101797.jpg,"(165, 337, 234, 527)"
101797.jpg,"(172, 179, 226, 263)"
101797.jpg,"(419, 28, 432, 92)"
101798.jpg,"(179, 422, 229, 449)"
101798.jpg,"(348, 146, 383, 215)"
101799.jpg,"(150, 275, 209, 320)"
101800.jpg,"(219, 339, 232, 350)"
101800.jpg,"(265, 365, 306, 447)"
101801.jpg,"(34, 203, 245, 455)"
101801.jpg,"(202, 138, 269, 190)"
101801.jpg,"(279, 189, 304, 227)"
